Zp,Zs,LR,MR,VpVs,label
6087.2212,3226.5957,16.2324,10.4109,1.8866,1
6066.0493,3223.8008,16.0113,10.3929,1.8816,1
6063.9307,3209.5457,16.1689,10.3012,1.8893,1
6063.9712,3210.4468,16.1578,10.307,1.8888,1
6042.4116,3209.8389,15.9046,10.3031,1.8825,1
6008.8486,3200.1318,15.6249,10.2409,1.8777,1
5947.5928,3164.7532,15.343,10.0157,1.8793,1
5913.7412,3124.1687,15.4516,9.7604,1.8929,1
5883.4106,3086.5723,15.5607,9.5269,1.9061,1
5878.1123,3073.4839,15.6596,9.4463,1.9125,1
5895.1973,3070.167,15.9016,9.4259,1.9202,1
5899.8252,3085.4897,15.7674,9.5202,1.9121,1
5909.0625,3090.0417,15.8204,9.5484,1.9123,1
5951.3086,3111.9604,16.0499,9.6844,1.9124,1
6002.1104,3149.8904,16.1818,9.922,1.9055,1
6013.8003,3160.4675,16.1887,9.9886,1.9028,1
6021.397,3153.2864,16.3709,9.9432,1.9096,1
6046.4971,3164.8376,16.5279,10.0162,1.9105,1
6080.4409,3188.1223,16.6438,10.1642,1.9072,1
6087.7671,3202.1062,16.554000000000002,10.2535,1.9012,1
6062.6182,3190.1453,16.4014,10.1771,1.9004,1
6014.1138,3164.9359999999997,16.1365,10.017000000000001,1.9002,1
5991.6021,3144.6165,16.1221,9.8886,1.9054,1
6008.355,3151.8613,16.232,9.9342,1.9063,1
6023.6646,3172.4746,16.1554,10.0646,1.8987,1
6033.9907,3182.9741,16.1464,10.1313,1.8957,1
6035.647,3192.1416,16.0495,10.1898,1.8908,1
6021.5273,3188.5229,15.9255,10.1667,1.8885,1
6004.8882,3169.3740000000003,15.9688,10.0449,1.8947,1
6004.0933,3154.4473,16.148,9.9506,1.9034,1
5998.6499,3148.9941,16.1517,9.9162,1.9049,1
5973.4111,3135.8896,16.014,9.8338,1.9049,1
5978.376,3112.4934,16.3659,9.6876,1.9208,1
6011.7148,3110.1707,16.7947,9.6732,1.9329,1
6054.7056,3127.8091,17.0937,9.7832,1.9358,1
6122.5972,3162.7690000000002,17.4823,10.0031,1.9358,1
6196.521,3223.3809,17.6165,10.3902,1.9224,1
6216.5928,3291.0635,16.9845,10.8311,1.8889,1
6266.4331,3311.0415,17.3423,10.963,1.8926,1
6287.5454,3360.8113,16.9432,11.2951,1.8708,1
6300.7476,3385.2588,16.7795,11.46,1.8612,1
6322.9058,3403.8911,16.8065,11.5865,1.8575,1
6375.3823,3431.0803,17.1012,11.7725,1.8581,1
6436.8418,3483.0640000000003,17.1696,12.1318,1.848,1
6466.1216,3498.3699,17.3336,12.2386,1.8483,1
6476.1118,3507.1082,17.3406,12.2998,1.8466,1
6429.7905,3511.092,16.687,12.3279,1.8313,1
6360.4673,3462.1387,16.4835,11.9864,1.8371,1
6274.2915,3427.2437,15.8751,11.745999999999999,1.8307,1
6206.1392,3355.1428,16.0028,11.257,1.8497,1
6114.7871,3296.8545,15.6523,10.8693,1.8547,1
6052.4126,3211.3149,16.0066,10.3125,1.8847,1
6029.3618,3181.8813,16.1045,10.1244,1.8949,1
6042.2446,3172.5615,16.3784,10.0651,1.9045,1
6062.9492,3182.2109,16.5064,10.1265,1.9053,1
6163.4224,3197.7053,17.5371,10.2253,1.9275,1
6122.2568,3311.8811,15.5449,10.9686,1.8486,1
6021.3989,3282.1052,14.7131,10.7722,1.8346,1
6024.0571,3212.8662,15.6442,10.3225,1.875,1
6057.9111,3244.801,15.6408,10.5288,1.867,1
6089.6782,3262.801,15.7924,10.6459,1.8664,1
6072.9873,3253.9436,15.7049,10.5881,1.8663,1
6051.2007,3221.8948,15.8559,10.3806,1.8781,1
5953.3511,3201.1191,14.9494,10.2472,1.8598,1
5872.4268,3125.8469,14.9443,9.7709,1.8787,1
5807.5122,3065.0403,14.9388,9.3945,1.8948,1
5774.0562,3005.9863,15.2679,9.036,1.9209,1
5740.8369,2978.1501,15.2186,8.8694,1.9276,1
5713.4526,2959.1716,15.1303,8.7567,1.9308,1
5689.5488,2942.7490000000003,15.0515,8.6598,1.9334,1
5735.1738,2923.4414,15.8,8.5465,1.9618,1
5787.5527,2956.9526,16.0091,8.7436,1.9573,1
5776.7988,2999.0461,15.383,8.9943,1.9262,1
5761.9849,2991.8298,15.2984,8.951,1.9259,1
5785.8364,2982.8206,15.6818,8.8972,1.9397,1
5766.8442,3000.1106,15.2556,9.0007,1.9222,1
5761.334,2979.2959,15.4406,8.8762,1.9338,1
5797.5928,2970.677,15.9628,8.8249,1.9516,1
5839.7241,2997.0093,16.1386,8.9821,1.9485,1
5867.9312,3026.468,16.1137,9.1595,1.9389,1
5882.4717,3048.1394,16.0212,9.2912,1.9299,1
5927.6616,3058.9924,16.4235,9.3574,1.9378,1
5999.7637,3116.8462,16.5683,9.7151,1.9249,1
6082.8037,3180.3013,16.7732,10.1147,1.9126,1
6128.9556,3210.6338,16.9478,10.3082,1.909,1
6131.7192,3220.3413,16.8568,10.3706,1.9041,1
6158.1274,3217.835,17.2144,10.3545,1.9137,1
6199.5737,3254.5894,17.2498,10.5925,1.9049,1
6260.8516,3308.9255,17.3013,10.9497,1.8921,1
6324.6392,3350.9717,17.5418,11.2297,1.8875,1
6370.9844,3368.0132,17.903,11.3439,1.8916,1
6418.8105,3355.9421,18.6765,11.2623,1.9127,1
6430.7144,3360.125,18.7732,11.2904,1.9138,1
6418.9058,3357.6631,18.6544,11.2742,1.9117,1
6348.5801,3319.1038,18.271,11.0183,1.9128,1
6249.5117,3270.1545,17.6682,10.6947,1.9111,1
6221.356,3272.5754,17.2864,10.7098,1.9011,1
6278.0996,3308.4272,17.5242,10.9457,1.8976,1
6332.5098,3365.7195,17.4447,11.3281,1.8815,1
6344.2397,3424.0239,16.8015,11.724,1.8529,1
6307.5605,3428.6726,16.2747,11.755999999999998,1.8396,1
6232.9805,3396.0840000000003,15.7835,11.5335,1.8353,1
6182.3872,3360.6069,15.6354,11.2937,1.8397,1
6103.7861,3341.4431,14.9281,11.1652,1.8267,1
6014.54,3266.4807,14.8349,10.6699,1.8413,1
6017.5576,3190.9607,15.8465,10.1823,1.8858,1
6048.6616,3191.9175,16.2097,10.1884,1.895,1
6073.0454,3194.5369,16.4718,10.2051,1.9011,1
6081.8599,3200.5234,16.5023,10.2434,1.9003,1
6079.0435,3211.4045,16.3286,10.3131,1.893,1
6110.8223,3217.1006,16.6426,10.3498,1.8995,1
6131.0137,3244.0317,16.5418,10.5237,1.8899,1
6131.126,3227.9192,16.7517,10.4195,1.8994,1
6106.1963,3208.9761,16.6906,10.2975,1.9028,1
6092.8345,3216.2302,16.4344,10.3442,1.8944,1
6131.0396,3237.0161,16.6332,10.4783,1.8940000000000001,1
6182.1387,3265.1459999999997,16.8965,10.6612,1.8934,1
6190.0093,3281.4006,16.781,10.7676,1.8864,1
6192.5229,3278.9590000000003,16.8442,10.7516,1.8886,1
6212.313,3281.3901,17.0578,10.7675,1.8932,1
6276.1484,3312.5117,17.4446,10.9728,1.8947,1
6379.9946,3352.9756,18.2197,11.2425,1.9028,1
6565.4897,3475.9268,18.9424,12.0826,1.8888,1
6580.8716,3511.2869,18.6495,12.3292,1.8742,1
6421.0747,3370.4819,18.5105,11.3611,1.9051,1
6273.6685,3320.7112,17.3059,11.0275,1.8892,1
6144.2632,3239.6182,16.7626,10.4956,1.8966,1
6082.9053,3195.1086,16.5844,10.2088,1.9038,1
6106.7954,3195.2378,16.874000000000002,10.2095,1.9112,1
6206.0059,3246.7905,17.4328,10.5417,1.9114,1
6321.626,3332.8206,17.7494,11.1078,1.8968,1
6387.8184,3421.9905,17.3844,11.7102,1.8667,1
6404.2896,3454.917,17.1419,11.9365,1.8537,1
6380.6904,3430.3438,17.1789,11.7673,1.8601,1
6295.2729,3399.0396,16.5255,11.5535,1.8521,1
6252.1333,3322.5703,17.0103,11.0395,1.8817,1
6292.3208,3286.6775,17.9896,10.8022,1.9145,1
6329.9258,3318.8735,18.0383,11.0149,1.9073,1
6360.9473,3346.2417,18.0671,11.1974,1.9009,1
6314.9365,3382.2429,17.0007,11.4396,1.8671,1
6292.0088,3351.3779,17.1258,11.2318,1.8775,1
6222.8691,3343.4556,16.3694,11.1788,1.8612,1
6139.6079,3291.0942,16.0331,10.8314,1.8655,1
6083.4409,3231.7339,16.1206,10.4441,1.8824,1
6046.3252,3198.9094,16.0922,10.232999999999999,1.8901,1
6030.2832,3166.9697,16.3049,10.0297,1.9041,1
6016.7480000000005,3147.9954,16.3814,9.91,1.9113,1
6015.3955,3148.6726,16.3567,9.9142,1.9105,1
6038.501,3163.2029,16.452,10.0059,1.909,1
6017.6230000000005,3177.5906,16.0184,10.0973,1.8938,1
5910.7397,3149.2690000000002,15.1048,9.9187,1.8768,1
5837.4771,3097.21,14.8907,9.5927,1.8848,1
5820.6411,3078.7708,14.9225,9.4788,1.8906,1
5794.4097,3064.3481,14.7948,9.3902,1.8909,1
5782.3472,3038.0979,14.9755,9.23,1.9033,1
5765.187,3020.6467,14.9889,9.1243,1.9086,1
5741.7485,3002.198,14.9413,9.0132,1.9125,1
5709.2529,2988.0854,14.739,8.9287,1.9107,1
5685.9688,2975.2434,14.6261,8.8522,1.9111,1
5736.9668,2977.8669,15.177999999999999,8.8683,1.9266,1
5819.2368,3024.6331,15.5665,9.1491,1.9240000000000002,1
5884.5044,3051.7183,16.0019,9.3131,1.9283,1
5944.6357,3060.8740000000003,16.6016,9.3691,1.9421,1
5994.6104,3097.0815,16.7515,9.5919,1.9356,1
5996.6602,3109.3149,16.6243,9.6678,1.9286,1
5999.9321,3104.4116,16.7245,9.6374,1.9327,1
6023.2974,3119.8887,16.8153,9.7339,1.9306,1
6145.4717,3152.7939,17.8886,9.9402,1.9492,1
6252.4580000000005,3224.7224,18.2975,10.3988,1.9389,1
6344.3604,3296.1016,18.5225,10.8643,1.9248,1
6361.6279,3366.3733,17.8048,11.3331,1.8898,1
6303.9072,3355.4482,17.2207,11.2593,1.8787,1
6278.8769999999995,3368.2888,16.7336,11.3454,1.8641,1
6267.1274,3412.6985,15.9839,11.6465,1.8364,1
6261.7476,3420.6348,15.808,11.7007,1.8306,1
6283.8022,3409.1753,16.2412,11.6225,1.8432,1
6285.4258,3421.2595,16.0967,11.705,1.8372,1
6327.5391,3424.8022,16.5792,11.7293,1.8476,1
6319.9868,3463.8147,15.9463,11.998,1.8246,1
6284.8667,3441.9404,15.8056,11.847000000000001,1.8259999999999998,1
6282.2617,3390.5308,16.4754,11.4957,1.8528,1
5158.1021,2533.2859,13.8091,6.4374,2.0363,1
5462.3813,2766.533,14.5302,7.6537,1.9745,1
5450.3716,2767.6267,14.3871,7.6598,1.9693,1
5467.1348,2786.9434,14.3553,7.7672,1.9617,1
5586.2651,2861.3958,14.8328,8.1896,1.9524,1
5700.063,2930.1267,15.32,8.5864,1.9454,1
5766.3696,2971.2913,15.594000000000001,8.8288,1.9407,1
5780.9429,2982.7415,15.6258,8.8967,1.9381,1
5745.3418,2963.8013,15.440999999999999,8.7843,1.9385,1
5704.9268,2940.6814,15.2511,8.6477,1.94,1
5675.1484,2923.6653,15.1117,8.5479,1.9411,1
5661.4253,2915.926,15.0465,8.5026,1.9416,1
5678.4458,2925.5820000000003,15.1268,8.5591,1.9409999999999998,1
5656.4521,2916.0476,14.9894,8.5036,1.9398,1
5640.0562,2910.3918,14.8695,8.4705,1.9379,1
5662.8843,2923.8735,14.9702,8.5491,1.9368,1
5684.8926,2932.1404,15.1233,8.5975,1.9388,1
5665.5029,2913.4179999999997,15.122,8.4886,1.9447,1
5613.9053,2876.4702,14.9677,8.2742,1.9517,1
5580.1689,2853.4995,14.8535,8.1426,1.9556,1
5575.5019999999995,2854.6526,14.7881,8.1493,1.9531,1
5651.603,2908.9189,15.0172,8.4637,1.943,1
5785.5186,3002.8049,15.4384,9.0195,1.9269,1
5931.5059,3107.1855,15.8735,9.6573,1.9091,1
6082.9502,3211.52,16.3755,10.3164,1.8942,1
6182.2578,3279.0969,16.7154,10.7525,1.8854,1
6180.895,3281.8491,16.6625,10.7705,1.8834,1
6180.3018,3277.3333,16.7143,10.7411,1.8858,1
6113.4209,3234.3569,16.4526,10.4621,1.8902,1
6043.2246,3189.9502,16.1693,10.1759,1.8945,1
6082.3267,3206.8528,16.427,10.2839,1.8967,1
6115.6191,3221.5413,16.6446,10.3786,1.8983,1
6161.3271,3243.4785,16.9217,10.5203,1.8996,1
6116.2456,3215.6877,16.7274,10.341,1.902,1
6042.0381,3170.2478,16.4056,10.051,1.9059,1
5976.0718,3126.3516,16.1655,9.7741,1.9115,1
6014.1167,3138.5151,16.4692,9.8503,1.9162,1
6039.3887,3145.1934,16.6898,9.8924,1.9202,1
5980.2129,3108.5278,16.4374,9.6632,1.9238,1
5903.2612,3064.2427,16.0693,9.3896,1.9265,1
5883.6079,3052.3677,15.9833,9.3172,1.9276,1
5793.438,3004.7573,15.5068,9.0286,1.9281,1
5783.7002,3002.3962,15.4224,9.0144,1.9264,1
5796.5796,3013.5913,15.4369,9.0818,1.9235,1
5834.6294,3038.083,15.583,9.23,1.9205,1
5886.3042,3066.8618,15.8373,9.4056,1.9193,1
5892.7695,3067.6672,15.9036,9.4106,1.9209,1
5899.7925,3066.3167,16.003,9.4023,1.9241,1
5809.1323,3016.2122,15.550999999999998,9.0976,1.926,1
5770.0488,2996.697,15.3331,8.9802,1.9255,1
5724.6611,2977.4614,15.0412,8.8653,1.9227,1
5793.2480000000005,3020.7917,15.3114,9.1253,1.9178,1
5891.1548,3079.5112,15.7391,9.4836,1.913,1
5907.8325,3091.7214,15.785,9.5587,1.9109,1
5968.1284,3123.4182,16.1073,9.7559,1.9108,1
5982.9834,3128.0999,16.2261,9.785,1.9127,1
6019.4917,3143.1274,16.4759,9.8793,1.9151,1
6030.0386,3143.3406,16.6002,9.8806,1.9184,1
5981.4609,3114.1201,16.3825,9.6979,1.9208,1
5941.7178,3090.6165,16.2002,9.552,1.9225,1
5898.6367,3066.7415,15.9842,9.405,1.9234,1
5893.2539,3067.5598,15.9106,9.4099,1.9212,1
5886.271,3074.5974,15.7419,9.4532,1.9145,1
5921.2998,3111.0195,15.7046,9.6788,1.9034,1
6004.8564,3175.2327,15.8939,10.0831,1.8912,1
6143.1606,3265.2834,16.4153,10.664000000000001,1.8814,1
6285.2139,3348.4492,17.0812,11.2134,1.8771,1
6303.5454,3356.2947,17.2053,11.2648,1.8781,1
6243.4287,3317.1331,16.9739,11.0039,1.8822,1
6153.8711,3260.9016,16.6037,10.6343,1.8872,1
6115.7256,3233.1885,16.495,10.4535,1.8915,1
6115.4443,3228.9243,16.5468,10.425999999999998,1.8940000000000001,1
6129.021,3238.4485,16.5898,10.4876,1.8926,1
6115.0508,3240.0247,16.3986,10.4978,1.8873,1
6133.959,3260.0442,16.3697,10.6283,1.8816,1
6138.4521,3262.01,16.3991,10.6409,1.8818,1
6098.3765,3224.2683,16.3977,10.3965,1.8915,1
6028.9458,3161.3398,16.3592,9.9956,1.9072,1
5942.5366,3093.1108,16.1789,9.5683,1.9213,1
5882.334,3051.2651,15.9815,9.3104,1.9278,1
5897.6147,3061.0813,16.0417,9.3707,1.9267,1
5924.0419999999995,3082.448,16.0915,9.5015,1.9219,1
5928.5313,3093.2839,16.0106,9.5686,1.9166,1
6005.5366,3146.0408,16.2718,9.8993,1.909,1
6131.4169999999995,3233.0427,16.6888,10.4548,1.8966,1
6237.3052,3317.4368,16.8921,11.0066,1.8802,1
6314.0635,3386.1934,16.9343,11.4674,1.8647,1
6365.5591,3427.9553,17.0186,11.7509,1.857,1
6375.9736,3426.3267,17.174,11.7397,1.8609,1
6360.2705,3395.4243,17.3947,11.5308,1.8733,1
6235.2080000000005,3302.7637,17.0613,10.9103,1.8880000000000001,1
6119.8809,3218.8586,16.7305,10.3618,1.9013,1
6031.1914,3153.9851,16.4806,9.9491,1.9123,1
5925.9951,3084.6145,16.0876,9.5151,1.9212,1
5891.6904,3057.2991,16.0178,9.3471,1.9271,1
5852.8306,3031.4258,15.8772,9.1902,1.9307,1
5787.8672,2992.0791,15.5948,8.9527,1.9344,1
5834.6074,3010.1287,15.9208,9.0609,1.9383,1
5818.2495,2992.9265,15.9368,8.9577,1.944,1
5787.6436,2969.1348,15.8657,8.8162,1.9493,1
5693.7549,2915.698,15.4168,8.5017,1.9528,1
5619.4326,2873.5947,15.0632,8.2577,1.9555,1
5680.5776,2905.6948,15.3828,8.4431,1.955,1
5677.1763,2907.845,15.3192,8.4556,1.9524,1
5697.1968,2923.613,15.363,8.5475,1.9487,1
5724.2979,2941.0779,15.4677,8.6499,1.9463,1
5731.1768,2945.2002,15.498,8.6742,1.9459,1
5771.8682,2964.4639,15.7384,8.788,1.9469999999999998,1
5779.0962,2964.8955,15.8167,8.7906,1.9492,1
5785.5781,2962.5627,15.9194,8.7768,1.9529,1
5819.8174,2970.7585,16.2195,8.8254,1.959,1
5800.5898,2952.5842,16.2113,8.7178,1.9646,1
5708.7393,2898.7944,15.7837,8.4031,1.9694,1
5671.1699,2878.2295,15.5938,8.2842,1.9704,1
5701.4668,2897.1084,15.7203,8.3933,1.9680000000000002,1
5746.7163,2923.1343,15.9354,8.5448,1.9659,1
5654.8511,2880.2227,15.3864,8.2959,1.9633,1
5626.8462,2871.0464,15.1756,8.2429,1.9599,1
5593.4438,2860.5557,14.9212,8.1828,1.9554,1
5612.0347,2877.4817,14.9351,8.2799,1.9503,1
5660.0791,2906.5833,15.1401,8.4483,1.9473,1
5671.0703,2907.4268,15.2548,8.4531,1.9505,1
5724.4546,2928.9036,15.6128,8.5786,1.9545,1
5735.3569,2927.9607,15.7484,8.573,1.9588,1
5669.0859,2889.1655,15.4444,8.3476,1.9622,1
5618.3521,2863.2783,15.1693,8.1984,1.9622,1
5610.2974,2861.0862,15.1038,8.1858,1.9609,1
5643.1299,2882.4089,15.2284,8.3084,1.9578,1
5714.585,2926.1599,15.532,8.5629,1.9529,1
5741.1733,2946.4214,15.5982,8.6814,1.9485,1
5702.8579,2928.9641,15.3653,8.579,1.9471,1
5688.5005,2917.1467,15.3395,8.5097,1.95,1
5654.5815,2892.6426,15.2396,8.3677,1.9548,1
5633.3198,2879.1687,15.1551,8.2896,1.9566,1
5646.4087,2889.2119,15.1868,8.3476,1.9543,1
5675.5122,2913.8438,15.2303,8.4907,1.9478,1
5757.5078,2967.9409,15.5323,8.8099,1.9399,1
5817.5771,3001.9326,15.8211,9.0116,1.9379,1
5759.23,2963.5737,15.604000000000001,8.7841,1.9434,1
5646.5732,2889.8616,15.1814,8.3527,1.954,1
5566.5029,2831.0308,14.9562,8.0153,1.9663,1
5509.2417,2788.6841,14.7983,7.7772,1.9756,1
5492.8447,2776.6533,14.7518,7.7099,1.9782,1
5531.8218,2801.7009,14.9021,7.8499,1.9745,1
5582.7534,2837.2153,15.0675,8.0501,1.9677,1
5617.6973,2863.6011,15.1581,8.2003,1.9618,1
5609.5767,2861.6812,15.0891,8.1894,1.9602,1
5584.4546,2843.8362,15.0113,8.0874,1.9637,1
5581.0166,2834.8176,15.0753,8.0362,1.9687,1
5613.5679,2847.033,15.3021,8.1061,1.9717,1
5709.3018,2894.9016,15.8363,8.3811,1.9722,1
5774.6733,2930.1226,16.1756,8.5856,1.9708,1
5758.4033,2925.8999,16.0381,8.5611,1.9681,1
5734.0293,2920.6072,15.8192,8.5303,1.9633,1
5817.4517,2976.9783,16.1185,8.8642,1.9542,1
5960.0283,3071.8169,16.6501,9.4385,1.9404,1
6109.3306,3176.4836,17.1434,10.0921,1.9234,1
6242.9717,3274.4651,17.5305,10.724,1.9066,1
6376.5239,3366.1223,17.999000000000002,11.3319,1.8944,1
6452.481,3416.2097,18.2938,11.6707,1.8888,1
6423.1309,3399.2793,18.1471,11.5553,1.8895,1
6477.5288,3419.6572,18.5701,11.6942,1.8942,1
6404.73,3366.1482,18.3611,11.3342,1.9028,1
6204.5146,3243.5908,17.4542,10.5209,1.9129,1
6192.7988,3224.9541,17.5501,10.4004,1.9203,1
6153.4141,3196.5513,17.4301,10.219,1.925,1
5985.6567,3106.0066,16.5345,9.6478,1.9271,1
5869.5273,3046.1943,15.8929,9.2794,1.9268,1
5939.3232,3087.0828,16.2157,9.5303,1.9239,1
6028.7632,3137.2458,16.6614,9.8423,1.9217,1
6046.1221,3143.3733,16.7942,9.8808,1.9234,1
6112.9932,3168.3105,17.2924,10.0383,1.9294,1
6015.4673,3106.6025,16.8841,9.6512,1.9364,1
5842.5039,3007.7944,16.0412,9.0468,1.9425,1
5840.2617,3001.7998,16.0871,9.0108,1.9456,1
5754.6699,2956.6113,15.6332,8.7416,1.9464,1
5766.4678,2962.5266,15.699000000000002,8.7766,1.9465,1
5780.769,2965.0137,15.8347,8.7913,1.9497,1
5737.5112,2933.8186,15.7045,8.6073,1.9556,1
5747.041,2928.9819,15.8706,8.5789,1.9621,1
5707.4478,2902.3162,15.7281,8.4235,1.9665,1
5687.1719,2895.0752,15.581,8.3815,1.9644,1
5787.4229,2960.3748,15.9669,8.7644,1.955,1
5949.6533,3064.6621,16.6147,9.3936,1.9414,1
5983.3838,3099.8069,16.5831,9.6089,1.9303,1
5910.3594,3066.1301,16.1306,9.4014,1.9276,1
5800.5239,3001.3857,15.63,9.0091,1.9326,1
5698.0513,2937.625,15.2089,8.6303,1.9397,1
5685.1377,2924.4258,15.2163,8.5523,1.944,1
5710.5093,2936.2695,15.3666,8.6217,1.9448,1
5758.0854,2962.5266,15.6026,8.7767,1.9436,1
5790.5732,2980.4629,15.7645,8.8832,1.9428,1
5818.6479,2994.2717,15.9254,8.9657,1.9433,1
5795.8769999999995,2979.8140000000003,15.8337,8.8794,1.9451,1
5785.5142,2971.094,15.8174,8.8274,1.9473,1
5781.3228,2968.2107,15.8032,8.8103,1.9477,1
5767.0347,2961.9692,15.7122,8.7733,1.9469999999999998,1
5673.8325,2913.0962,15.222000000000001,8.4873,1.9477,1
5620.3374,2884.6367,14.9459,8.3211,1.9484,1
5641.1948,2897.4998,15.0322,8.3956,1.9469,1
5698.564,2933.4995,15.263,8.6059,1.9426,1
5769.0972,2978.3096,15.5421,8.8708,1.9371,1
5848.0981,3025.4929,15.8937,9.1542,1.933,1
5834.4058,3017.1821,15.8342,9.1041,1.9337,1
5752.6631,2966.196,15.4966,8.7989,1.9394,1
5713.9858,2935.7598,15.4122,8.6187,1.9463,1
5674.1846,2907.593,15.2886,8.4545,1.9515,1
5613.7139,2873.4587,15.0005,8.2569,1.9536,1
5585.2773,2861.05,14.8241,8.1856,1.9522,1
5585.0313,2867.9453,14.7423,8.2251,1.9474,1
5600.6631,2885.0771,14.72,8.3238,1.9413,1
5645.9653,2915.4866,14.8772,8.5004,1.9366,1
5730.5259,2961.4382,15.3002,8.7709,1.935,1
5822.4771,3006.6101,15.8224,9.0399,1.9366,1
5879.3164,3031.6304,16.1852,9.1909,1.9393,1
5906.0405,3043.4961,16.3556,9.2629,1.9405,1
5898.1934,3042.3333,16.2771,9.2558,1.9387,1
5915.5591,3058.2629,16.2879,9.3532,1.9343,1
5976.7065,3097.5156,16.5325,9.5952,1.9295,1
6029.25,3126.9739,16.7961,9.7781,1.9281,1
5950.6807,3080.6199,16.4318,9.4919,1.9317,1
5825.2588,3005.075,15.8726,9.0307,1.9385,1
5776.4385,2967.5986,15.7543,8.8073,1.9465,1
5672.9814,2903.0081,15.3288,8.4285,1.9542,1
5567.6699,2840.9431,14.857000000000001,8.071,1.9598,1
5579.1753,2844.6936,14.9428,8.0924,1.9613,1
5623.8018,2872.1421,15.1287,8.2492,1.9581,1
5634.4033,2886.877,15.0784,8.3343,1.9517,1
5698.2573,2931.8621,15.2787,8.5962,1.9436,1
5790.269,2990.9854,15.6356,8.9465,1.9359,1
5887.9692,3048.5071,16.0814,9.2934,1.9314,1
5888.7349,3046.7327,16.112000000000002,9.2827,1.9328,1
5841.1230000000005,3012.2961,15.9708,9.074,1.9391,1
5805.7368,2983.0403,15.9102,8.8991,1.9463,1
5641.4834,2890.3713,15.1179,8.3543,1.9518,1
5601.5342,2868.665,14.9187,8.2292,1.9527,1
5629.4438,2887.1316,15.0196,8.3356,1.9498,1
5724.6714,2942.6814,15.4531,8.6594,1.9454,1
5692.9063,2929.6282,15.2437,8.5827,1.9432,1
5668.625,2918.0754,15.103,8.5152,1.9426,1
5602.3652,2883.1284,14.7617,8.3125,1.9432,1
5607.5864,2886.8096,14.7777,8.3337,1.9425,1
5656.6387,2915.6658,14.9954,8.5012,1.9401,1
5708.8506,2947.0034,15.2214,8.6849,1.9372,1
5838.1113,3020.8127,15.8335,9.1258,1.9326,1
5913.0771,3068.1763,16.1371,9.4139,1.9272,1
5870.4727,3051.3567,15.8411,9.3108,1.9239,1
5844.7271,3038.5161,15.6957,9.2326,1.9235,1
5880.8887,3054.8608,15.9207,9.3322,1.9251,1
5851.814,3033.5142,15.8393,9.2023,1.9291,1
5809.1201,3003.5229,15.7036,9.0213,1.9341,1
5737.1294,2957.9902,15.4155,8.7501,1.9396,1
5702.5781,2933.4436,15.3092,8.6052,1.944,1
5687.1235,2920.1909,15.2883,8.5275,1.9475,1
5669.6269999999995,2907.5093,15.2375,8.4536,1.95,1
5701.1372,2922.8062,15.4176,8.5429,1.9506,1
5650.1816,2898.3232,15.1249,8.4007,1.9495,1
5638.8594,2897.3218,15.0078,8.3945,1.9462,1
5646.521,2909.3479,14.9545,8.4643,1.9408,1
5658.9775,2926.7388,14.8923,8.5659,1.9336,1
5735.2173,2977.1357,15.1667,8.8644,1.9265,1
5847.3267,3042.4382,15.6795,9.2575,1.9219,1
5903.2656,3070.6438,15.9909,9.4289,1.9225,1
5890.2739,3055.4656,16.0235,9.3361,1.9278,1
5808.5830000000005,3002.3738,15.712,9.0155,1.9347,1
5748.8247,2964.7866,15.4691,8.79,1.939,1
5728.915,2953.761,15.3711,8.7247,1.9395,1
5688.479,2935.4092,15.126,8.6168,1.9379,1
5711.5762,2951.3081,15.2025,8.711,1.9353,1
5801.1064,3000.5654,15.6468,9.0039,1.9333,1
5813.7588,3006.3354,15.724,9.0384,1.9338,1
5748.4219,2968.9570000000003,15.4154,8.8151,1.9362,1
5717.9268,2949.4192,15.2966,8.6991,1.9387,1
5742.0059,2957.8882,15.4726,8.7491,1.9412,1
5788.0654,2977.0945,15.7761,8.8633,1.9442,1
5789.1143,2972.395,15.8441,8.8358,1.9476,1
5714.2827,2927.1865,15.5163,8.5687,1.9522,1
5667.8765,2897.4873,15.334000000000001,8.3955,1.9561,1
5621.0728,2870.2441,15.1205,8.2387,1.9584,1
5551.9419,2835.1853,14.7479,8.0384,1.9582,1
5547.4712,2838.5281,14.6604,8.058,1.9544,1
5632.2344,2892.5105,14.9888,8.3671,1.9472,1
5706.856,2942.8271,15.2482,8.6611,1.9393,1
5797.2495,3000.3735,15.6038,9.0026,1.9322,1
5848.6104,3033.1499,15.8063,9.2,1.9282,1
5853.9468,3035.46,15.8407,9.2141,1.9285,1
5810.0669,3007.1335,15.6713,9.0432,1.9321,1
5750.8965,2967.4531,15.4612,8.8059,1.9380000000000002,1
5719.6669999999995,2941.072,15.4148,8.6502,1.9448,1
5654.2456,2898.3289,15.1703,8.4007,1.9509,1
5570.5732,2851.3538,14.770999999999999,8.1303,1.9537,1
5549.2681,2842.5503,14.6346,8.0805,1.9522,1
5642.9048,2896.5898,15.0622,8.3905,1.9481,1
5716.6636,2938.1853,15.4144,8.6329,1.9456,1
5727.8247,2939.7085,15.5243,8.6421,1.9484,1
5644.9419,2888.156,15.1832,8.3422,1.9545,1
5487.5586,2797.5012,14.4614,7.8262,1.9616,1
5420.4512,2755.2139,14.1989,7.5912,1.9673,1
5451.1338,2765.9604,14.4138,7.6505,1.9708,1
